"기준일","요일","성별","연령대","시도","시군구","업종","통화건수"
"20160401","금","여","10대","서울특별시","강남구","치킨","33"
"20160401","금","여","60대이상","서울특별시","강남구","치킨","19"
"20160401","금","남","30대","서울특별시","강남구","치킨","201"
"20160401","금","남","40대","서울특별시","강남구","치킨","140"
"20160401","금","남","10대","서울특별시","강남구","치킨","47"
"20160401","금","여","40대","서울특별시","강남구","치킨","343"
"20160401","금","남","60대이상","서울특별시","강남구","치킨","10"
"20160401","금","남","20대","서울특별시","강남구","치킨","191"
"20160401","금","여","20대","서울특별시","강남구","치킨","141"
"20160401","금","여","50대","서울특별시","강남구","치킨","82"
"20160401","금","남","50대","서울특별시","강남구","치킨","48"
"20160401","금","여","30대","서울특별시","강남구","치킨","237"
"20160401","금","남","60대이상","서울특별시","강동구","치킨","13"
"20160401","금","남","10대","서울특별시","강동구","치킨","33"
"20160401","금","여","40대","서울특별시","강동구","치킨","185"
"20160401","금","여","30대","서울특별시","강동구","치킨","150"
"20160401","금","여","60대이상","서울특별시","강동구","치킨","11"
"20160401","금","남","30대","서울특별시","강동구","치킨","127"
"20160401","금","여","10대","서울특별시","강동구","치킨","18"
"20160401","금","남","50대","서울특별시","강동구","치킨","39"
"20160401","금","여","50대","서울특별시","강동구","치킨","39"
"20160401","금","여","20대","서울특별시","강동구","치킨","84"
"20160401","금","남","20대","서울특별시","강동구","치킨","67"
"20160401","금","남","40대","서울특별시","강동구","치킨","95"
"20160401","금","여","60대이상","서울특별시","강북구","치킨","18"
"20160401","금","여","10대","서울특별시","강북구","치킨","25"
"20160401","금","남","40대","서울특별시","강북구","치킨","100"
"20160401","금","남","30대","서울특별시","강북구","치킨","96"
"20160401","금","남","60대이상","서울특별시","강북구","치킨","12"
"20160401","금","여","30대","서울특별시","강북구","치킨","157"
"20160401","금","남","10대","서울특별시","강북구","치킨","17"
"20160401","금","여","50대","서울특별시","강북구","치킨","27"
"20160401","금","남","50대","서울특별시","강북구","치킨","28"
"20160401","금","남","20대","서울특별시","강북구","치킨","62"
"20160401","금","여","20대","서울특별시","강북구","치킨","58"
"20160401","금","여","40대","서울특별시","강북구","치킨","164"
"20160401","금","여","10대","서울특별시","강서구","치킨","19"
"20160401","금","여","60대이상","서울특별시","강서구","치킨","29"
"20160401","금","여","20대","서울특별시","강서구","치킨","137"
"20160401","금","남","50대","서울특별시","강서구","치킨","39"
"20160401","금","남","10대","서울특별시","강서구","치킨","54"
"20160401","금","여","50대","서울특별시","강서구","치킨","86"
"20160401","금","남","60대이상","서울특별시","강서구","치킨","20"
"20160401","금","여","30대","서울특별시","강서구","치킨","331"
"20160401","금","남","30대","서울특별시","강서구","치킨","232"
"20160401","금","여","40대","서울특별시","강서구","치킨","335"
"20160401","금","남","40대","서울특별시","강서구","치킨","133"
"20160401","금","남","20대","서울특별시","강서구","치킨","164"
"20160401","금","남","10대","서울특별시","관악구","치킨","23"
"20160401","금","남","60대이상","서울특별시","관악구","치킨","31"
"20160401","금","남","20대","서울특별시","관악구","치킨","202"
"20160401","금","여","50대","서울특별시","관악구","치킨","41"
"20160401","금","여","10대","서울특별시","관악구","치킨","28"
"20160401","금","남","50대","서울특별시","관악구","치킨","34"
"20160401","금","여","60대이상","서울특별시","관악구","치킨","20"
"20160401","금","남","30대","서울특별시","관악구","치킨","218"
"20160401","금","여","30대","서울특별시","관악구","치킨","222"
"20160401","금","남","40대","서울특별시","관악구","치킨","125"
"20160401","금","여","40대","서울특별시","관악구","치킨","204"
"20160401","금","여","20대","서울특별시","관악구","치킨","162"
"20160401","금","남","60대이상","서울특별시","광진구","치킨","10"
"20160401","금","남","10대","서울특별시","광진구","치킨","41"
"20160401","금","여","40대","서울특별시","광진구","치킨","87"
"20160401","금","여","30대","서울특별시","광진구","치킨","81"
"20160401","금","여","60대이상","서울특별시","광진구","치킨","12"
"20160401","금","남","30대","서울특별시","광진구","치킨","58"
"20160401","금","여","10대","서울특별시","광진구","치킨","22"
"20160401","금","남","50대","서울특별시","광진구","치킨","30"
"20160401","금","여","50대","서울특별시","광진구","치킨","32"
"20160401","금","여","20대","서울특별시","광진구","치킨","81"
"20160401","금","남","20대","서울특별시","광진구","치킨","61"
"20160401","금","남","40대","서울특별시","광진구","치킨","58"
"20160401","금","여","10대","서울특별시","구로구","치킨","27"
"20160401","금","여","60대이상","서울특별시","구로구","치킨","21"
"20160401","금","여","20대","서울특별시","구로구","치킨","102"
"20160401","금","남","50대","서울특별시","구로구","치킨","27"
"20160401","금","남","10대","서울특별시","구로구","치킨","42"
"20160401","금","여","50대","서울특별시","구로구","치킨","49"
"20160401","금","남","60대이상","서울특별시","구로구","치킨","18"
"20160401","금","여","30대","서울특별시","구로구","치킨","225"
"20160401","금","남","30대","서울특별시","구로구","치킨","174"
"20160401","금","여","40대","서울특별시","구로구","치킨","183"
"20160401","금","남","40대","서울특별시","구로구","치킨","107"
"20160401","금","남","20대","서울특별시","구로구","치킨","128"
"20160401","금","남","10대","서울특별시","금천구","치킨","16"
"20160401","금","남","60대이상","서울특별시","금천구","치킨","6"
"20160401","금","남","20대","서울특별시","금천구","치킨","58"
"20160401","금","여","50대","서울특별시","금천구","치킨","21"
"20160401","금","여","10대","서울특별시","금천구","치킨","6"
"20160401","금","남","50대","서울특별시","금천구","치킨","25"
"20160401","금","여","60대이상","서울특별시","금천구","치킨","7"
"20160401","금","남","30대","서울특별시","금천구","치킨","69"
"20160401","금","여","30대","서울특별시","금천구","치킨","92"
"20160401","금","남","40대","서울특별시","금천구","치킨","36"
"20160401","금","여","40대","서울특별시","금천구","치킨","67"
"20160401","금","여","20대","서울특별시","금천구","치킨","40"
"20160401","금","여","60대이상","서울특별시","노원구","치킨","16"
"20160401","금","여","10대","서울특별시","노원구","치킨","23"
"20160401","금","여","30대","서울특별시","노원구","치킨","198"
"20160401","금","여","40대","서울특별시","노원구","치킨","248"
"20160401","금","남","60대이상","서울특별시","노원구","치킨","15"
"20160401","금","남","40대","서울특별시","노원구","치킨","150"
"20160401","금","남","10대","서울특별시","노원구","치킨","45"
"20160401","금","여","20대","서울특별시","노원구","치킨","83"
"20160401","금","남","20대","서울특별시","노원구","치킨","81"
"20160401","금","남","50대","서울특별시","노원구","치킨","30"
"20160401","금","여","50대","서울특별시","노원구","치킨","48"
"20160401","금","남","30대","서울특별시","노원구","치킨","101"
"20160401","금","여","50대","서울특별시","도봉구","치킨","24"
"20160401","금","남","50대","서울특별시","도봉구","치킨","15"
"20160401","금","여","30대","서울특별시","도봉구","치킨","61"
"20160401","금","여","40대","서울특별시","도봉구","치킨","87"
"20160401","금","남","20대","서울특별시","도봉구","치킨","40"
"20160401","금","남","40대","서울특별시","도봉구","치킨","37"
"20160401","금","여","20대","서울특별시","도봉구","치킨","68"
"20160401","금","여","60대이상","서울특별시","도봉구","치킨","13"
"20160401","금","여","10대","서울특별시","도봉구","치킨","178"
"20160401","금","남","60대이상","서울특별시","도봉구","치킨","5"
"20160401","금","남","10대","서울특별시","도봉구","치킨","191"
"20160401","금","남","30대","서울특별시","도봉구","치킨","39"
"20160401","금","남","60대이상","서울특별시","동대문구","치킨","14"
"20160401","금","남","10대","서울특별시","동대문구","치킨","20"
"20160401","금","여","20대","서울특별시","동대문구","치킨","62"
"20160401","금","남","50대","서울특별시","동대문구","치킨","28"
"20160401","금","여","60대이상","서울특별시","동대문구","치킨","9"
"20160401","금","여","50대","서울특별시","동대문구","치킨","45"
"20160401","금","여","10대","서울특별시","동대문구","치킨","26"
"20160401","금","여","30대","서울특별시","동대문구","치킨","107"
"20160401","금","남","30대","서울특별시","동대문구","치킨","97"
"20160401","금","여","40대","서울특별시","동대문구","치킨","99"
