"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[박근혜 소환] 발언하는 박근혜(서울 사진공동취재단=연합뉴스) 박근혜 전 대통령이 21일 오전 조사를 받기위해 서울중앙지검 청사에 도착, 포토라인에서 발언하고 있다. 2017.3.21    photo@yna.co.kr檢 ""특이사항 없이 조사 진행""(서울=연합뉴스) 최송아 기자 = '비선 실세' 최순실(61·구속기소)씨와 공모해 뇌물을 수수하는 등 사익을 도모한 혐의를 받는 피의자로 검찰에 소환된 박근혜 전 대통령이 21일 출석해 2시간 30분가량 오전 조사를 받았다.    이날 오전 9시 24분께 검찰 특별수사본부(본부장 이영렬 서울중앙지검장)가 마련된 서울중앙지검 청사에 도착한 박 전 대통령은 노승권 중앙지검 1차장검사와 간단히 면담한 뒤 9시 35분부터 12시 5분까지 오전 조사를 받았다.    수사본부 측은 ""특이사항 없이 조사가 진행되고 있다""고 전했다.    조사는 점심시간이 지나고 재개될 예정이다. 확인해야 할 사안이 많아 저녁 이후 밤늦게까지 조사가 이어질 전망이다.    이날 조사는 중앙지검 1001호 조사실에서 이원석(48·사법연수원 27기) 특수1부장, 한웅재(47·연수원 28기) 형사8부장 주도로 진행됐다. 먼저 한 부장검사가 조사에 나섰다.     미르·K스포츠재단 사유화, 삼성 등 대기업 뇌물수수, 최씨의 각종 이권 챙기기 지원 등 의혹 전반에 대한 사실관계 확인이 이번 조사의 핵심이다.    박 전 대통령 측에서는 유영하·정장현 변호사가 입회해 번갈아가며 방어권 행사를 도왔다.    이달 10일 파면돼 12일 청와대를 나와 삼성동 자택으로 돌아간 박 전 대통령은 이후 처음으로 공개석상에 모습을 드러냈다.    포토라인에서 질문에 구체적인 답변 없이 ""국민 여러분께 송구스럽게 생각합니다. 성실하게 조사에 임하겠습니다""라는 입장만 짧게 밝혔다.    songa@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)
	
	"
"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
