"기준일","요일","성별","연령대","시도","시군구","업종","통화건수"
"20160101","금","남","50대","서울특별시","강남구","치킨","68"
"20160101","금","여","50대","서울특별시","강남구","치킨","75"
"20160101","금","남","30대","서울특별시","강남구","치킨","237"
"20160101","금","남","40대","서울특별시","강남구","치킨","139"
"20160101","금","여","20대","서울특별시","강남구","치킨","150"
"20160101","금","여","40대","서울특별시","강남구","치킨","209"
"20160101","금","남","20대","서울특별시","강남구","치킨","168"
"20160101","금","여","10대","서울특별시","강남구","치킨","28"
"20160101","금","여","60대이상","서울특별시","강남구","치킨","22"
"20160101","금","남","10대","서울특별시","강남구","치킨","40"
"20160101","금","남","60대이상","서울특별시","강남구","치킨","31"
"20160101","금","여","30대","서울특별시","강남구","치킨","206"
"20160101","금","남","20대","서울특별시","강동구","치킨","119"
"20160101","금","여","20대","서울특별시","강동구","치킨","111"
"20160101","금","여","40대","서울특별시","강동구","치킨","165"
"20160101","금","여","30대","서울특별시","강동구","치킨","165"
"20160101","금","여","50대","서울특별시","강동구","치킨","55"
"20160101","금","남","30대","서울특별시","강동구","치킨","172"
"20160101","금","남","50대","서울특별시","강동구","치킨","69"
"20160101","금","남","60대이상","서울특별시","강동구","치킨","18"
"20160101","금","남","10대","서울특별시","강동구","치킨","32"
"20160101","금","여","60대이상","서울특별시","강동구","치킨","24"
"20160101","금","여","10대","서울특별시","강동구","치킨","26"
"20160101","금","남","40대","서울특별시","강동구","치킨","113"
"20160101","금","여","20대","서울특별시","강북구","치킨","98"
"20160101","금","남","20대","서울특별시","강북구","치킨","93"
"20160101","금","남","40대","서울특별시","강북구","치킨","95"
"20160101","금","남","30대","서울특별시","강북구","치킨","167"
"20160101","금","남","50대","서울특별시","강북구","치킨","36"
"20160101","금","여","30대","서울특별시","강북구","치킨","139"
"20160101","금","여","50대","서울특별시","강북구","치킨","41"
"20160101","금","여","60대이상","서울특별시","강북구","치킨","25"
"20160101","금","여","10대","서울특별시","강북구","치킨","20"
"20160101","금","남","60대이상","서울특별시","강북구","치킨","15"
"20160101","금","남","10대","서울특별시","강북구","치킨","40"
"20160101","금","여","40대","서울특별시","강북구","치킨","162"
"20160101","금","남","40대","서울특별시","강서구","치킨","192"
"20160101","금","여","40대","서울특별시","강서구","치킨","332"
"20160101","금","여","20대","서울특별시","강서구","치킨","197"
"20160101","금","남","50대","서울특별시","강서구","치킨","68"
"20160101","금","남","30대","서울특별시","강서구","치킨","272"
"20160101","금","여","50대","서울특별시","강서구","치킨","97"
"20160101","금","여","30대","서울특별시","강서구","치킨","311"
"20160101","금","여","10대","서울특별시","강서구","치킨","43"
"20160101","금","여","60대이상","서울특별시","강서구","치킨","31"
"20160101","금","남","10대","서울특별시","강서구","치킨","53"
"20160101","금","남","60대이상","서울특별시","강서구","치킨","29"
"20160101","금","남","20대","서울특별시","강서구","치킨","180"
"20160101","금","여","40대","서울특별시","관악구","치킨","187"
"20160101","금","남","40대","서울특별시","관악구","치킨","139"
"20160101","금","남","20대","서울특별시","관악구","치킨","215"
"20160101","금","여","50대","서울특별시","관악구","치킨","58"
"20160101","금","여","30대","서울특별시","관악구","치킨","213"
"20160101","금","남","50대","서울특별시","관악구","치킨","37"
"20160101","금","남","30대","서울특별시","관악구","치킨","309"
"20160101","금","남","10대","서울특별시","관악구","치킨","41"
"20160101","금","남","60대이상","서울특별시","관악구","치킨","20"
"20160101","금","여","10대","서울특별시","관악구","치킨","36"
"20160101","금","여","60대이상","서울특별시","관악구","치킨","31"
"20160101","금","여","20대","서울특별시","관악구","치킨","185"
"20160101","금","남","20대","서울특별시","광진구","치킨","61"
"20160101","금","여","20대","서울특별시","광진구","치킨","74"
"20160101","금","여","40대","서울특별시","광진구","치킨","92"
"20160101","금","여","30대","서울특별시","광진구","치킨","85"
"20160101","금","여","50대","서울특별시","광진구","치킨","45"
"20160101","금","남","30대","서울특별시","광진구","치킨","99"
