"기준일","요일","성별","연령대","시도","시군구","업종","통화건수"
"20160501","일","남","40대","서울특별시","강남구","치킨","129"
"20160501","일","여","40대","서울특별시","강남구","치킨","258"
"20160501","일","여","20대","서울특별시","강남구","치킨","180"
"20160501","일","남","50대","서울특별시","강남구","치킨","51"
"20160501","일","남","30대","서울특별시","강남구","치킨","231"
"20160501","일","여","50대","서울특별시","강남구","치킨","83"
"20160501","일","여","30대","서울특별시","강남구","치킨","198"
"20160501","일","남","60대이상","서울특별시","강남구","치킨","23"
"20160501","일","남","10대","서울특별시","강남구","치킨","56"
"20160501","일","여","60대이상","서울특별시","강남구","치킨","21"
"20160501","일","여","10대","서울특별시","강남구","치킨","31"
"20160501","일","남","20대","서울특별시","강남구","치킨","200"
"20160501","일","여","30대","서울특별시","강동구","치킨","131"
"20160501","일","남","30대","서울특별시","강동구","치킨","120"
"20160501","일","여","50대","서울특별시","강동구","치킨","51"
"20160501","일","남","20대","서울특별시","강동구","치킨","83"
"20160501","일","여","40대","서울특별시","강동구","치킨","143"
"20160501","일","여","20대","서울특별시","강동구","치킨","88"
"20160501","일","남","40대","서울특별시","강동구","치킨","89"
"20160501","일","여","10대","서울특별시","강동구","치킨","25"
"20160501","일","여","60대이상","서울특별시","강동구","치킨","21"
"20160501","일","남","10대","서울특별시","강동구","치킨","36"
"20160501","일","남","60대이상","서울특별시","강동구","치킨","13"
"20160501","일","남","50대","서울특별시","강동구","치킨","41"
"20160501","일","남","30대","서울특별시","강북구","치킨","121"
"20160501","일","여","30대","서울특별시","강북구","치킨","149"
"20160501","일","남","50대","서울특별시","강북구","치킨","37"
"20160501","일","여","20대","서울특별시","강북구","치킨","82"
"20160501","일","남","40대","서울특별시","강북구","치킨","96"
"20160501","일","남","20대","서울특별시","강북구","치킨","66"
"20160501","일","여","40대","서울특별시","강북구","치킨","153"
"20160501","일","남","10대","서울특별시","강북구","치킨","25"
"20160501","일","남","60대이상","서울특별시","강북구","치킨","20"
"20160501","일","여","10대","서울특별시","강북구","치킨","31"
"20160501","일","여","60대이상","서울특별시","강북구","치킨","17"
"20160501","일","여","50대","서울특별시","강북구","치킨","38"
"20160501","일","남","50대","서울특별시","강서구","치킨","65"
"20160501","일","여","50대","서울특별시","강서구","치킨","78"
"20160501","일","남","30대","서울특별시","강서구","치킨","284"
"20160501","일","남","40대","서울특별시","강서구","치킨","169"
"20160501","일","여","20대","서울특별시","강서구","치킨","201"
"20160501","일","여","40대","서울특별시","강서구","치킨","273"
"20160501","일","남","20대","서울특별시","강서구","치킨","177"
"20160501","일","남","60대이상","서울특별시","강서구","치킨","20"
"20160501","일","남","10대","서울특별시","강서구","치킨","52"
"20160501","일","여","60대이상","서울특별시","강서구","치킨","28"
"20160501","일","여","10대","서울특별시","강서구","치킨","60"
"20160501","일","여","30대","서울특별시","강서구","치킨","305"
"20160501","일","여","50대","서울특별시","관악구","치킨","54"
"20160501","일","남","50대","서울특별시","관악구","치킨","46"
"20160501","일","여","30대","서울특별시","관악구","치킨","173"
"20160501","일","여","40대","서울특별시","관악구","치킨","155"
"20160501","일","남","20대","서울특별시","관악구","치킨","246"
"20160501","일","남","40대","서울특별시","관악구","치킨","103"
"20160501","일","여","20대","서울특별시","관악구","치킨","161"
"20160501","일","여","60대이상","서울특별시","관악구","치킨","25"
"20160501","일","여","10대","서울특별시","관악구","치킨","28"
"20160501","일","남","60대이상","서울특별시","관악구","치킨","20"
"20160501","일","남","10대","서울특별시","관악구","치킨","43"
"20160501","일","남","30대","서울특별시","관악구","치킨","252"
"20160501","일","여","30대","서울특별시","광진구","치킨","85"
"20160501","일","남","30대","서울특별시","광진구","치킨","95"
"20160501","일","여","50대","서울특별시","광진구","치킨","33"
"20160501","일","남","20대","서울특별시","광진구","치킨","89"
"20160501","일","여","40대","서울특별시","광진구","치킨","58"
"20160501","일","여","20대","서울특별시","광진구","치킨","85"
"20160501","일","남","40대","서울특별시","광진구","치킨","37"
"20160501","일","여","10대","서울특별시","광진구","치킨","29"
"20160501","일","여","60대이상","서울특별시","광진구","치킨","8"
"20160501","일","남","10대","서울특별시","광진구","치킨","26"
"20160501","일","남","60대이상","서울특별시","광진구","치킨","5"
"20160501","일","남","50대","서울특별시","광진구","치킨","17"
"20160501","일","남","50대","서울특별시","구로구","치킨","41"
"20160501","일","여","50대","서울특별시","구로구","치킨","65"
"20160501","일","남","30대","서울특별시","구로구","치킨","171"
"20160501","일","남","40대","서울특별시","구로구","치킨","97"
"20160501","일","여","20대","서울특별시","구로구","치킨","117"
"20160501","일","여","40대","서울특별시","구로구","치킨","184"
"20160501","일","남","20대","서울특별시","구로구","치킨","110"
"20160501","일","남","60대이상","서울특별시","구로구","치킨","15"
"20160501","일","남","10대","서울특별시","구로구","치킨","35"
"20160501","일","여","60대이상","서울특별시","구로구","치킨","27"
"20160501","일","여","10대","서울특별시","구로구","치킨","27"
"20160501","일","여","30대","서울특별시","구로구","치킨","165"
"20160501","일","여","50대","서울특별시","금천구","치킨","18"
"20160501","일","남","50대","서울특별시","금천구","치킨","11"
"20160501","일","여","30대","서울특별시","금천구","치킨","75"
"20160501","일","여","40대","서울특별시","금천구","치킨","59"
"20160501","일","남","20대","서울특별시","금천구","치킨","56"
"20160501","일","남","40대","서울특별시","금천구","치킨","46"
"20160501","일","여","20대","서울특별시","금천구","치킨","40"
"20160501","일","여","60대이상","서울특별시","금천구","치킨","10"
"20160501","일","여","10대","서울특별시","금천구","치킨","12"
"20160501","일","남","60대이상","서울특별시","금천구","치킨","6"
"20160501","일","남","10대","서울특별시","금천구","치킨","15"
